Run ID,Model,Model Type,Training Date,CV ROC-AUC,Test Accuracy,Test Precision,Test Recall,Test F1,Test ROC-AUC
c89a1e5a,svm,SVC,2025-12-21 22:43:33,0.8911714694323389,0.5409836065573771,0.0,0.0,0.0,0.9653679653679654
3f332ed2,random_forest,RandomForestClassifier,2025-12-21 22:43:18,0.8930030516987039,0.8852459016393442,0.8387096774193549,0.9285714285714286,0.8813559322033898,0.9610389610389611
e47df191,logistic_regression,LogisticRegression,2025-12-21 22:43:12,0.8917260678130244,0.8688524590163934,0.8125,0.9285714285714286,0.8666666666666667,0.9577922077922079
b6f0148f,gradient_boosting,GradientBoostingClassifier,2025-12-21 22:43:36,0.8756258234519103,0.8524590163934426,0.8275862068965517,0.8571428571428571,0.8421052631578947,0.9015151515151515
